;Titel;Autor_normalisiert;Jahr;Geschlecht;all_words_count;anteil_Bilder;anteil_Taschen;anteil_Pflanzen;anteil_Kleidung;anteil_Schmuck;anteil_Gerueche;anteil_Pflanzenteile;anteil_helligkeitsspezifisch;anteil_Dekorationsgegenstaende;anteil_Gartenanlagen;anteil_Kunstobjekte;anteil_Ornamente;anteil_Muster;anteil_aussehensspezifisch;anteil_Emotionen;anteil_Wege;anteil_Stoffe;anteil_Kleidungsteile;anteil_Heimtextilien;anteil_oberflaechenspezifisch;anteil_Gruenflaechen;anteil_Aufmachung;anteil_Zimmer;anteil_Farben;anteil_Moebel;anteil_Kommunikationsverben;anteil_Holz;anteil_Charaktereigenschaften;anteil_Gebaeudeteile;anteil_formspezifisch;anteil_Waelder;anteil_Koerperteile;anteil_Haushaltsgegenstaende;anteil_Bauwerke;anteil_konkret;anteil_abstrakt;anteil_['rot', 'blau', 'grün'];anteil_['Kleid', 'Mantel', 'Hut'];anteil_['Finger', 'Ohr', 'Nase']
322;Rinaldo Rinaldini, der Räuberhauptmann;Vulpius, Christian August;1799;m;139629;7.161836008279082e-05;0.0002936352763394;0.0012819686454819;0.0007949637969189;0.000565785044654;0.0003222826203725;0.0001647222281904;0.0006517270767533;1.4323672016558164e-05;0.000823611140952;7.878019609106991e-05;0.0;3.580918004139541e-05;0.0006732125847782;0.0271147111273446;0.0009382005170845;0.0003294444563808;8.594203209934899e-05;0.0001432367201655;0.000128913048149;0.000386739144447;0.000128913048149;0.0025567754549556;0.0006875362567947;0.0011888647773743;0.006288092015269;5.7294688066232656e-05;0.0120748555099585;0.0044045291450916;0.0003222826203725;0.0005586232086457;0.0081501693774215;0.0005442995366292;0.0037313165603134;0.0301155204148135;0.0391895666373031;0.0001432367201655;0.0003509299644056;0.0003151207843642
323;Die Briten in Rom;Waiblinger, Wilhelm;1828;m;37682;0.0004246059126373;0.0001857650867788;0.0005307573907966;0.001433044955151;0.0002919165649381;0.0005838331298763;0.0;0.0007165224775755;0.0;0.0001061514781593;0.0004511437821771;0.0;0.0;0.001114590520673;0.0272543920174088;0.0003715301735576;0.0002388408258585;0.0001061514781593;0.0002653786953983;5.3075739079666685e-05;0.0;0.0005307573907966;0.0010084390425136;0.0010880526511331;0.0011676662597526;0.0053341117775065;5.3075739079666685e-05;0.0130035560745183;0.003821453213736;7.961360861950002e-05;5.3075739079666685e-05;0.0108805265113316;0.0010084390425136;0.0032906958229393;0.0298551032323125;0.0402579480919271;0.0004511437821771;0.0006634467384958;0.0006899846080356
324;Die Juden von Zirndorf;Wassermann, Jakob;1897;m;81000;4.938271604938271e-05;0.0001851851851851;0.0012345679012345;0.0014444444444444;0.000432098765432;0.000679012345679;6.17283950617284e-05;0.0030246913580246;2.4691358024691357e-05;0.0004444444444444;3.703703703703704e-05;2.4691358024691357e-05;6.17283950617284e-05;0.002074074074074;0.0233333333333333;0.0008518518518518;0.0006913580246913;0.0001728395061728;0.000395061728395;0.0001234567901234;0.0008148148148148;0.0004938271604938;0.0018765432098765;0.0019382716049382;0.0021234567901234;0.0042592592592592;9.876543209876544e-05;0.0151481481481481;0.0059506172839506;0.0002839506172839;0.0005802469135802;0.0181234567901234;0.0008395061728395;0.0033703703703703;0.0485061728395061;0.0384814814814814;0.0004567901234567;0.0007654320987654;0.000679012345679
325;Caspar Hauser;Wassermann, Jakob;1907;m;131204;9.908234505045578e-05;0.0002438950032011;0.0009527148562543;0.0014252614249565;0.0003963293802018;0.0007316850096033;6.097375080028048e-05;0.0016615347093076;3.81085942501753e-05;0.0004954117252522;5.335203195024542e-05;1.524343770007012e-05;3.048687540014024e-05;0.0009755800128044;0.0199231730739916;0.0007011981342032;0.0002591384409011;0.0001219475016005;0.0002972470351513;9.146062620042072e-05;0.0004191945367519;0.0002515167220511;0.0022179201853602;0.0010822840767049;0.0020807292460595;0.0052742294442242;6.097375080028048e-05;0.0140925581537148;0.0049617389713728;0.0002743818786012;0.0002515167220511;0.012629188134508;0.0004954117252522;0.0023779762812109;0.0357534831255144;0.0340157312277064;0.0002896253163013;0.0005030334441023;0.000663089539953
326;Das Gänsemännchen;Wassermann, Jakob;1915;m;160151;9.366160685852728e-05;0.0003309376775667;0.0008616867830984;0.0013175066031432;0.0004058669630536;0.0005869460696467;4.370874986731272e-05;0.0015422944596037;3.74646427434109e-05;0.0001748349994692;5.619696411511636e-05;2.4976428495607272e-05;6.868517836292e-05;0.001461121066993;0.02174822511255;0.0007368046406204;0.0002934730348233;0.0002060555350887;0.0003996228559297;0.000124882142478;0.0004745521414165;0.0004683080342926;0.0028660451698709;0.0011239392823023;0.002797359991508;0.0043021898083683;4.370874986731272e-05;0.0131251131744416;0.0049328446278824;0.0001998114279648;0.0002247878564604;0.0147985338836473;0.0007243164263726;0.0023540283857109;0.0397749623792545;0.0348733382869916;0.0002997171419472;0.0005807019625228;0.0005869460696467
327;Christian Wahnschaffe;Wassermann, Jakob;1919;m;244751;0.0001266593394919;0.0003391201670268;0.0008661864507193;0.0015525983550629;0.0012012208326012;0.0007681276072416;6.537256231843792e-05;0.0014708826521648;3.268628115921896e-05;0.0002247181829696;6.128677717353555e-05;1.634314057960948e-05;0.0001021446286225;0.0017323729014386;0.0209682493636389;0.000751784466662;0.0004249216550698;0.0001430024800715;0.0006006104163006;0.0001348309097817;0.0002614902492737;0.0003432059521717;0.0019366621586837;0.0013932527344117;0.002676189269911;0.0049519715956216;5.7200992028633185e-05;0.013180742877455;0.004473934733668;0.0002941765304329;0.0002165466126798;0.0141041303202029;0.0007844707478212;0.0018467748854958;0.039002904993238;0.034148992241094;0.0003105196710125;0.0006537256231843;0.0005720099202863
328;Fragment eines Romans;Weerth, Georg;1846;m;51296;0.000136462882096;0.0001949469744229;0.0010722083593262;0.0011696818465377;0.0002339363693075;0.000467872738615;5.8484092326887087e-05;0.0012476606363069;1.9494697442295696e-05;0.0014815970056144;3.898939488459139e-05;0.0;5.8484092326887087e-05;0.0015010917030567;0.0257524953212726;0.0004093886462882;0.0004093886462882;0.0001169681846537;0.0003509045539613;0.0002534310667498;0.0003703992514036;0.000467872738615;0.0015790704928259;0.0012281659388646;0.0015010917030567;0.0028267311291328;7.797878976918278e-05;0.0145625389893948;0.0042108546475358;0.000331409856519;0.0001754522769806;0.0108585464753587;0.0003703992514036;0.0033530879600748;0.0337453212726138;0.0403150343106675;0.0001754522769806;0.0002144416718652;0.0004093886462882
329;Schnapphahnski;Weerth, Georg;1848;m;47914;0.0001252243603122;0.0004800267145301;0.0010017948824978;0.0017322703176524;0.0005843803481237;0.0011687606962474;8.348290687481739e-05;0.0010226656092165;0.0;0.0001043536335935;0.0;6.261218015611304e-05;4.174145343740869e-05;0.0021914263054639;0.0229160579371373;0.0004382852610927;0.0003548023542179;0.000208707267187;0.0003130609007805;0.000208707267187;0.0003130609007805;0.0005217681679676;0.0010435363359352;0.0018783654046833;0.0013774679634344;0.0030053846474934;0.0;0.0153191134115289;0.002608840839838;0.0002921901740618;0.0001252243603122;0.0123345994907542;0.0006678632549985;0.0018783654046833;0.0331635847560212;0.0382351713486663;0.0006052510748424;0.0005426388946863;0.0005217681679676
330;Belphegor;Wezel, Johann Karl;1776;m;93108;0.0001503630192894;6.444129398118315e-05;0.0006014520771577;0.0002899858229153;0.0002470249602612;0.0005262705675129;0.0001074021566353;0.0006014520771577;1.0740215663530524e-05;0.0001503630192894;7.518150964471366e-05;0.0;0.0;0.0005584912145035;0.0359475018258366;0.001074021566353;0.0001718434506164;0.0;4.2960862654122095e-05;8.592172530824419e-05;0.0002577651759247;7.518150964471366e-05;0.0003114662542423;0.0006229325084847;0.0004940499205224;0.0022769257206684;8.592172530824419e-05;0.014273746616832;0.0011492030759977;0.000204064097607;0.00018258366628;0.0076040726897796;0.0005262705675129;0.001235124801306;0.0175065515315547;0.0502212484426687;6.444129398118315e-05;0.0001718434506164;0.00036516733256
331;Hermann und Ulrike;Wezel, Johann Karl;1780;m;258437;0.000158646014309;0.0003018143686855;0.0008977042760904;0.0012730375294559;0.0001741236742416;0.0004681992129609;5.030239478093307e-05;0.000704233526933;3.869414983148698e-05;0.0005494569276071;4.6432979797784375e-05;7.738829966297396e-06;2.3216489898892187e-05;0.0008706183712084;0.0391584796294648;0.0005920204924217;0.0002708590488204;4.2563564814635674e-05;0.0002128178240731;0.000104474204545;0.0003250308585844;0.0001818625042079;0.0017489755723832;0.0009170513510062;0.0017257590824843;0.0038500679082329;9.673537457871744e-05;0.0176367934931917;0.0030297519318054;0.0002205566540394;0.0001431683543765;0.0087913108417138;0.0006229758122869;0.0020469205260856;0.0266370527439956;0.0567952731226565;0.0002399037289552;0.0004759380429272;0.0006074981523543
332;Kakerlak oder die Geschichte eines Rosenkreuzers;Wezel, Johann Karl;1784;m;28032;0.0001426940639269;0.000535102739726;0.0020690639269406;0.0014982876712328;0.0002853881278538;0.0009275114155251;0.0001426940639269;0.0009631849315068;0.0;0.0011772260273972;3.567351598173516e-05;7.134703196347032e-05;3.567351598173516e-05;0.0011058789954337;0.0403110730593607;0.0011415525114155;0.0001070205479452;0.0;0.0002497146118721;0.0003567351598173;0.0007491438356164;0.0001783675799086;0.0019263698630136;0.0021047374429223;0.0022117579908675;0.0031035958904109;0.0001783675799086;0.0133418949771689;0.0024971461187214;0.0004637557077625;0.0006064497716894;0.012521404109589;0.0007491438356164;0.0016409817351598;0.0366723744292237;0.0536529680365296;0.0009988584474885;0.0005707762557077;0.0012128995433789
333;Die Abenteuer des Don Sylvio von Rosalva;Wieland, Christoph Martin;1764;m;123989;0.0001451741686762;0.0001048480107106;0.0014114155287969;0.00051617482196;0.0006210228326706;0.0004113268112493;7.258708433812678e-05;0.0004435877376218;2.419569477937559e-05;0.0007258708433812;2.419569477937559e-05;0.0;0.0;0.0006129576010775;0.0278250489962819;0.0005323052851462;0.0001774350950487;2.419569477937559e-05;0.0001532394002693;6.452185274500158e-05;0.0001613046318625;0.0002338917162006;0.0009920234859543;0.0012501108969344;0.0005887619062981;0.0025486131834275;8.065231593125197e-05;0.0145254820992184;0.0014114155287969;0.0002096960214212;0.0004193920428425;0.0074522739920476;0.000322609263725;0.0017259595609287;0.0209131455209736;0.0423505310955004;0.0007178056117881;9.678277911750236e-05;0.00038713111647
334;Geschichte des Agathon;Wieland, Christoph Martin;1766;m;160988;0.0002671006534648;0.0;0.0004223917310607;0.0001925609362188;9.938628966134122e-05;0.000521778020722;1.2423286207667652e-05;0.0002671006534648;3.105821551916913e-05;0.0002111958655303;0.000149079434492;6.211643103833826e-06;0.0;0.0003292170845031;0.040965786269784;0.0003167937982955;9.31746465575074e-05;1.2423286207667652e-05;2.4846572415335305e-05;0.0001055979327651;3.105821551916913e-05;6.832807414217208e-05;0.0002919472258801;0.0001987725793226;0.0002049842224265;0.0017019902104504;0.0;0.0184485800183864;0.0003851218724376;0.0001739260069073;0.000149079434492;0.0054786692175814;5.590478793450443e-05;0.000782667031083;0.0108827987179168;0.0594143662881705;6.211643103833826e-06;6.832807414217208e-05;0.0002174075086341
335;Der goldene Spiegel;Wieland, Christoph Martin;1772;m;120279;0.00011639604586;3.325601310286916e-05;0.000498840196543;0.0001662800655143;0.0004240141670615;0.0003907581539587;4.157001637858645e-05;0.0002161640851686;8.31400327571729e-06;0.0002577341015472;6.651202620573832e-05;8.31400327571729e-06;0.0;0.0003990721572344;0.0313022223330756;0.0004822121899916;0.0001413380556871;2.4942009827151872e-05;2.4942009827151872e-05;6.651202620573832e-05;0.0001080820425843;5.8198022930021035e-05;0.0003824441506829;0.0005819802293002;0.0003575021408558;0.0020369308025507;2.4942009827151872e-05;0.016378586453163;0.0006900622718845;0.0002411060949958;6.651202620573832e-05;0.0043648517197515;0.0001080820425843;0.0007399462915388;0.0110908803698068;0.0476808087862386;0.0003076181212015;8.31400327571729e-05;0.0001496520589629
336;Geschichte der Abderiten;Wieland, Christoph Martin;1774;m;107413;0.0001117183208736;8.378874065522795e-05;0.0009216761472075;0.00023274650182;0.0002048169216016;0.0002048169216016;9.309860072803106e-06;0.0002606760820384;9.309860072803106e-06;0.0002886056622568;0.0002979155223296;0.0;9.309860072803106e-06;0.0008751268468434;0.0166925791105359;0.0003630845428393;0.0002420563618928;9.309860072803106e-06;4.654930036401553e-05;8.378874065522795e-05;9.309860072803106e-05;0.0001768873413832;0.0002699859421112;0.0004189437032761;0.0003072253824025;0.0036122257082476;1.8619720145606213e-05;0.0113021701283829;0.000707549365533;0.0003351549626209;0.000186197201456;0.0065355217711077;0.0001489577611648;0.0013313099904108;0.0147840577956113;0.0279947492389189;7.447888058242485e-05;7.447888058242485e-05;0.0008565071266978
337;Peregrinus Proteus;Wieland, Christoph Martin;1788;m;115173;7.814331483941548e-05;8.682590537712833e-05;0.0005035902511873;0.0002865254877445;0.0002604777161313;0.000390716574197;0.0001649692202165;0.0006164639281776;0.0;0.0003646688025839;0.0001128736769902;2.6047771613138496e-05;0.0;0.0005904161565644;0.0211073775971798;0.0006859246524793;0.0001910169918296;4.341295268856416e-05;0.0001215562675279;6.077813376398983e-05;5.209554322627699e-05;0.0001041910864525;0.0004254469363479;0.000329938440433;0.0004949076606496;0.0021619650438904;2.6047771613138496e-05;0.0134580153334548;0.0011547845415158;0.0002344299445182;0.0003733513931216;0.0053311105901556;9.550849591484116e-05;0.0013371189428077;0.0145433391506689;0.0345653929306347;0.0;6.077813376398983e-05;0.0001215562675279
338;Aristipp und einige seiner Zeitgenossen;Wieland, Christoph Martin;1800;m;321198;0.000270860964265;3.113344416839457e-05;0.0007876761374603;0.0001992540426777;0.0003113344416839;0.0003798280188544;4.9813510669431315e-05;0.0003362411970186;0.0;0.000211707420345;0.0001463271875914;1.2453377667357829e-05;9.340033250518372e-06;0.0005261552064458;0.0213295225997671;0.0005012484511111;0.0001432138431746;1.8680066501036744e-05;3.424678858523403e-05;4.3586821835752405e-05;5.604019950311023e-05;6.849357717046806e-05;0.0003518079191028;0.0002957677195997;0.0002802009975155;0.0022353812912907;5.915354391994969e-05;0.0139851431204428;0.0005821954059489;0.0003455812302691;9.962702133886264e-05;0.0046326564922571;0.0001058537101725;0.0008561697146308;0.0117466484847352;0.0353146657202099;2.8020099751555116e-05;6.226688833678914e-05;0.0002303874868461
339;Die Abendburg;Wille, Bruno;1909;m;148449;0.0001279900841366;0.0002425075278378;0.001670607413994;0.0013405277233258;0.0006130051398123;0.0008083584261261;0.0001751443256606;0.0021084682281456;0.0;0.0002357712076201;5.389056174174295e-05;3.368160108858935e-05;5.389056174174295e-05;0.0015358810096396;0.0180870197845724;0.0011047565157057;0.0005052240163288;0.0001145174437012;0.0002963980895795;0.0002963980895795;0.0004850150556756;0.0003435523311036;0.000929612190045;0.0019670055035736;0.0010306569933108;0.0040485284508484;0.0001616716852252;0.0103267788937614;0.0031862794629805;0.0002761891289264;0.0008083584261261;0.012630600408221;0.0008285673867792;0.0026271648849099;0.0365916914226434;0.0284137986783339;0.0005793235387237;0.0003839702524099;0.000357024971539
340;Glasberg;Wille, Bruno;1920;m;123809;0.0001050004442326;0.0002019239312166;0.0021646245426422;0.0012276975017971;0.0005169252639145;0.0007834648531205;0.0003634630761899;0.001542698834495;8.076957248665283e-06;0.0010823122713211;6.461565798932227e-05;3.230782899466113e-05;0.0003392322044439;0.0016719301504737;0.0152412183282313;0.0007834648531205;0.0003150013326979;0.0001696161022219;0.0003473091616926;0.0003150013326979;0.0008319265966125;0.0002261548029626;0.0011711588010564;0.0022777019441236;0.0015265449199977;0.0032873216002067;0.0001857700167193;0.0106615835682381;0.0034569377024287;0.0008076957248665;0.0004280787341792;0.0089654225460184;0.0007026952806338;0.0031903981132227;0.0358051514833331;0.0259028018964695;0.0006300026653958;0.0002907704609519;0.0005815409219039
341;Die Europamüden;Willkomm, Ernst Adolf;1837;m;115475;0.0001818575449231;8.659883091578263e-05;0.0005715522840441;0.0008226888936999;0.0005888720502273;0.0010391859709893;0.0001125784801905;0.0017666161506819;2.5979649274734793e-05;2.5979649274734793e-05;0.0001298982463736;0.0;1.7319766183156526e-05;0.0013249621130114;0.0334704481489499;0.0003983546222126;0.0002684563758389;4.329941545789131e-05;0.0002944360251136;0.0001558778956484;0.0001298982463736;0.0003117557912968;0.0015501190733925;0.001169084217363;0.000943927256982;0.0042346828317817;8.659883091578263e-05;0.0182810132063217;0.0028664213033124;0.000389694739121;9.52587140073609e-05;0.0094825719852781;0.0001558778956484;0.0019051742801472;0.0269408962978999;0.0517514613552717;0.0001472180125568;0.0002511366096557;0.000285776142022
342;Weisse Sclaven oder die Leiden des Volkes;Willkomm, Ernst Adolf;1845;m;269359;2.9700139961909572e-05;0.000141075664819;0.0013587814032573;0.0009355544088001;0.0004306520294476;0.0007610660865239;9.28129373809674e-05;0.0018488337126288;5.5687762428580445e-05;0.0001150880423523;3.712517495238696e-05;2.5987622466670873e-05;7.053783240953523e-05;0.0016929079778288;0.0254790075698231;0.0008464539889144;0.0004158019594667;0.0001373631473238;0.0002264635672095;0.0007387909815525;0.0003415516095619;0.0004455020994286;0.0016891954603336;0.0017597332927431;0.0016594953203716;0.0040095188948577;0.000141075664819;0.0195501171299269;0.0038387430900768;0.0007907662264858;0.000482627274381;0.0131682995556116;0.0008501665064096;0.0022683481895908;0.0373961887295393;0.0450291246997501;0.0002487386721809;0.0002895763646286;0.0004120894419714
343;Elisa;Wobeser, Wilhelmine Karoline von;1795;f;74477;0.0;2.6853928058326733e-05;0.0005236515971373;0.0004565167769915;0.0003625280287874;0.0007250560575748;8.056178417498019e-05;0.0006042133813123;0.0;0.0004565167769915;2.6853928058326733e-05;0.0;0.0;0.0005505055251956;0.0681149885199457;0.0002819662446124;0.0001879774964082;1.3426964029163368e-05;2.6853928058326733e-05;2.6853928058326733e-05;0.0002014044604374;6.713482014581683e-05;0.0008996065899539;0.0001745505323791;0.0006310673093706;0.0029807860144742;2.6853928058326733e-05;0.0192274124897619;0.0011815728345663;1.3426964029163368e-05;0.0002282583884957;0.0081770210937604;9.398874820414356e-05;0.0009801683741289;0.0170253903889791;0.0873424010097076;4.0280892087490095e-05;0.0002014044604374;2.6853928058326733e-05
