;filename;Titel;Autor_normalisiert;Jahr;all_words_count;anteil_abstrakt;ant_narr_abstrakt;ant_narr_konkret;ant_dir_rede;ant_ind_rede;ant_rep;ant_free;abstconc_narr
213;k00100000274;Amanda und Eduard;Mereau, Sophie;1803;50558;0.08038292653981566;0.020406304090370773;0.01065864990434545;0.5781660104986877;0.07874015748031496;0.08262795275590551;0.003789370078740157;12.566.140.566.639.300
214;k00100000275;Jürg Jenatsch;Meyer, Conrad Ferdinand;1876;72025;0.038333911836167994;0.014269219876696512;0.02176328344552644;0.32085261031213763;0.08551208024005069;0.0905928343435068;0.01930686559313321;14.030.440.276.234.500
215;k00100000276;Der Heilige;Meyer, Conrad Ferdinand;1880;41528;0.035686765555769606;0.013362108549912757;0.020892643952612727;0.4569346105789254;0.08304872969596001;0.08309037900874636;0.0028321532694710536;14.240.072.091.101.000
216;k00100000277;Die Versuchung des Pescara;Meyer, Conrad Ferdinand;1887;37491;0.03499506548238244;0.015307784171099771;0.024915861469981544;0.5271222261359634;0.06622050017611836;0.08030996829869673;0.01052307150405072;1.312.803.224.405.600
217;k00100000278;Angela Borgia;Meyer, Conrad Ferdinand;1891;36761;0.04417725306710917;0.01569929128913609;0.018704584193056432;0.37493714860355626;0.08177538053663665;0.08275814782648444;0.01462723408145541;13.659.136.090.427.800
218;k00100000279;Der Golem;Meyrink, Gustav;1913;71065;0.02663758530922395;0.011500175664597729;0.0264667993910294;0.4453737873732128;0.08034826420347822;0.07574083486177711;0.019280489691291185;13.291.575.828.551.300
219;k00100000280;Unerfüllt;Meysenbug, Malwida Freiin von;1885;34175;0.05782004389173372;0.01834909805137748;0.022432418462810768;0.4189603948240725;0.09718368649790066;0.07039556068455816;0.012006776831094851;14.582.077.324.649.800
220;k00100000281;Himmlische und irdische Liebe;Meysenbug, Malwida Freiin von;1905;37868;0.05260378155698743;0.019727138643067847;0.016408554572271385;0.41611703775839937;0.10856093134434068;0.07210836173697491;0.00765791686954982;14.004.950.221.239.000
221;k00100000282;Siegwart. Eine Klostergeschichte;Miller, Johann Martin;1776;121752;0.05656580590051909;0.016182838813151558;0.018700882117081;0.4581840432403032;0.08971003161437265;0.11171771424686404;0.001420947071421287;13.376.429.029.671.300
222;k00100000284;Die Mandanenwaise;Möllhausen, Balduin;1865;189401;0.04230178298953015;0.016129502697972874;0.016411453016382287;0.4400378519468637;0.099500390180021;0.08623426946639519;0.0039645877994743785;1.384.495.007.534.940
223;k00100000285;Maler Nolten;Mörike, Eduard;1832;131865;0.04730595684980852;0.01756772363879015;0.015899495681856095;0.35993547346346183;0.10074528149701564;0.10155831585739636;0.010775931601871269;14.249.879.630.937.300
224;k00100000286;Anton Reiser;Moritz, Karl Philipp;1785;131523;0.041239935220455735;0.015114159215209652;0.008663946523135688;0.035967389566792775;0.08160601055043427;0.11386343048968935;0.013634304896893485;13.858.311.745.811.300
225;k00100000287;Andreas Hartknopf. Eine Allegorie;Moritz, Karl Philipp;1786;24991;0.02488896002560921;0.009881530818365451;0.0134847409510291;0.26710075394105554;0.05106237148732008;0.06860863605209047;0.024023303632625087;1.306.871.103.346.610
226;k00100000288;Andreas Hartknopfs Predigerjahre;Moritz, Karl Philipp;1790;15664;0.03517620020429009;0.009949132256134051;0.01817773788150808;0.1851133731889912;0.02806053751279151;0.08515107448699305;0.005062745731674478;13.255.339.616.995.700
227;k00100000289;Siegfried von Lindenberg;Müller, Johann Gottwerth;1779;47562;0.02895168411757285;0.008912655971479501;0.011568976966900842;0.3568046191490485;0.11938669530163536;0.10077983347122714;0.004013589874487299;12.012.593.058.613.700
228;k00100000290;Tropen. Der Mythos der Reise. Urkunden eines deutschen Ingenieurs;Müller, Robert;1915;105815;0.03277418135425034;0.01456217382948212;0.016971954879437028;0.3826451188393703;0.04313845067484072;0.06631252908796201;0.02629551764535957;13.391.903.727.029.800
229;k00100000292;Madonna. Unterhaltungen mit einer Heiligen;Mundt, Theodor;1835;66675;0.04019497562804649;0.014307139286309426;0.015449805984716831;0.3700492179246012;0.07010333187311568;0.0863632849743603;0.00516659365578375;13.129.870.735.829.700
230;k00100000294;Die Amtmannin von Hohenweiler;Naubert, Benedikte;1787;114278;0.0505784140429479;0.01619097494981234;0.007702714497687005;0.5330788709038894;0.14548428781642853;0.130306176565056;0.007970002315558309;12.004.790.302.871.600
231;k00100000295;Herrmann von Unna;Naubert, Benedikte;1788;131368;0.04910632726386944;0.016011704542346926;0.010091065714988924;0.34452774972159633;0.1323388496102349;0.12695206277678506;0.016645948255768782;12.669.343.943.993.700
232;k00100000296;Alf von Dülmen;Naubert, Benedikte;1790;100477;0.04024801695910507;0.012135788135124677;0.006358157792889921;0.5868397304523104;0.13253885922964687;0.1262555980062242;0.0045711779638860075;12.465.225.576.380.900
233;k00100000297;Das Leben und die Meinungen des Herrn Magister Sebaldus Nothanker;Nicolai, Friedrich;1773;122704;0.04056102490546355;0.013557784385867648;0.010306940174386372;0.2340949648343189;0.15567374645718884;0.12005318590573498;0.004660764897302215;13.046.295.675.621.800
234;k00100000298;Heinrich von Ofterdingen;Novalis;1802;48848;0.04954143465443826;0.01634816571348863;0.01601339098898033;0.2570333841841984;0.060754957959342965;0.09587753219569303;0.002430198318373718;13.104.278.978.936.800
235;k00100000299;Die Lehrlinge zu Sais;Novalis;1802;10756;0.040163629602082564;0.012295998211491169;0.009389671361502348;0.18402190545220265;0.053072400740919706;0.08206491100910042;0.000724812756704518;12.013.019.226.469.900
236;k00100000300;Schloß und Fabrik;Otto, Louise;1846;113381;0.04503400040571172;0.01519131924614506;0.017198335644937588;0.4364240944001413;0.08676397022040433;0.09648942118117884;0.02658682282317629;13.887.312.229.746.700
237;k00100000301;Nürnberg. Erster Band;Otto, Louise;1858;53070;0.033729037120783865;0.010857763300760043;0.017255040056342992;0.33340872740197425;0.08161946459440682;0.08073089164256747;0.021713491768583292;14.366.361.475.481.900
238;k00100000302;Nürnberg. Zweiter Band;Otto, Louise;1858;48298;0.03759990061700277;0.012201287539182313;0.015436988102059391;0.2908695498426394;0.13260723505074434;0.09255985006541956;0.03886276035220482;14.363.964.744.345.900
239;k00100000303;Nürnberg. Dritter Band;Otto, Louise;1858;49249;0.028751852829499075;0.011786716557530405;0.014031805425631427;0.3255830022456383;0.15113145621005356;0.10231473484194163;0.05764380722059077;13.953.212.722.170.200
240;k00100000304;Godwie-Castle;Paalzow, Henriette von;1838;214251;0.05020746694297809;0.017559384864088968;0.014618884700340737;0.3030027370793753;0.10177105136048946;0.09307679922717756;0.006178554178071164;13.359.564.917.464.400
241;k00100000305;Ste. Roche;Paalzow, Henriette von;1839;234510;0.047085412135943035;0.016258793089507586;0.014682101177802338;0.3645652089516946;0.08716290855959033;0.08618176556329255;0.01591004542197972;12.809.610.745.761.900
242;k00100000306;Lienhard und Gertrud 1;Pestalozzi, Johann Heinrich;1781;70507;0.03995347979633228;0.016423889293517843;0.013911143481427529;0.6151865853375699;0.08003803604146856;0.0988009369854118;0.0018438203028967688;11.955.680.262.199.500
243;k00100000307;Lienhard und Gertrud 2;Pestalozzi, Johann Heinrich;1781;64333;0.02152860895652309;0.009341089607338628;0.011410672334713054;0.4022892739950779;0.13861259228876127;0.09594185808039377;0.00034608285479901564;11.190.117.462.803.300
244;k00100000308;Lienhard und Gertrud 3;Pestalozzi, Johann Heinrich;1781;82435;0.018450900709650025;0.0077141504969238045;0.016232844297207758;0.42729180529252186;0.1729334084045657;0.09636075139478938;0.00016379177970005633;11.619.596.781.826.600
245;k00100000309;Lienhard und Gertrud 4;Pestalozzi, Johann Heinrich;1781;92335;0.02690204147939568;0.010830834362321398;0.010301640500970188;0.29317316624469497;0.18528806396969089;0.09491630389246096;0.0004735797162164624;11.533.606.632.562.900
246;k00100000312;Agathocles;Pichler, Karoline;1828;140642;0.06664438787844314;0.019214147995479026;0.008908982115550827;0.5570427903459121;0.0954664681908489;0.10501011386349586;0.008409212319105899;12.438.062.628.814.600
247;k00100000313;Der Büttnerbauer;Polenz, Wilhelm von;1895;118329;0.02715310701518648;0.011244529233531593;0.0194815396700707;0.16072953432767847;0.07745787316406695;0.08233946259820107;0.07965672321530229;14.405.099.091.011.500
248;k00100000315;Die Chronik der Sperlingsgasse;Raabe, Wilhelm;1857;48076;0.02999417588817705;0.010825082508250823;0.02996699669966997;0.4298854890182091;0.030018601634895982;0.05983241462873527;0.012577435704899569;15.835.032.013.201.100
249;k00100000316;Der Hungerpastor;Raabe, Wilhelm;1863;142903;0.03298041328733477;0.011858050459378948;0.021354131518312492;0.22497833100592285;0.07127895218375307;0.10033346174218713;0.019598401309770308;14.993.175.643.757.600
250;k00100000317;Die Leute aus dem Walde, ihre Sterne, Wege und Schicksale;Raabe, Wilhelm;1863;126260;0.03903849200063361;0.012320328542094456;0.024592056182642187;0.357548469473472;0.04916501461644434;0.07601223077181546;0.016242733779106885;15.538.696.037.812.100
251;k00100000318;Abu Telfan oder Die Heimkehr vom Mondgebirge;Raabe, Wilhelm;1867;116853;0.031526790069574595;0.012051649928263993;0.02203092619161486;0.439431464918534;0.07311731547964635;0.09899389280438604;0.01430156758703305;15.271.420.532.441.000
252;k00100000319;Der Schüdderump;Raabe, Wilhelm;1869;116443;0.03913502743831746;0.014793282583356118;0.0191823401591573;0.3766758806226072;0.07668770602060576;0.08627366927318147;0.017132045350401325;15.023.685.801.039.500
253;k00100000320;Alte Nester;Raabe, Wilhelm;1879;83117;0.028610272266804626;0.009770939494384802;0.021496066887646558;0.4990308785675462;0.0643106931525674;0.09881962035052456;0.012839577073355826;14.643.757.235.442.500
254;k00100000321;Im alten Eisen;Raabe, Wilhelm;1887;54456;0.02622300572939621;0.00964468963388758;0.024343196635932256;0.5208096535616972;0.05483845854418062;0.08421954067730635;0.02363565589723628;15.516.758.998.495.500
255;k00100000322;Das Odfeld;Raabe, Wilhelm;1888;60204;0.024151219188093813;0.008860948959736567;0.021463852716659185;0.4510787827675874;0.05297631597441844;0.06332138590203107;0.022475226649799705;15.026.228.408.920.900
256;k00100000323;Stopfkuchen. Eine See- und Mordgeschichte;Raabe, Wilhelm;1891;63364;0.02428823937882709;0.00895702351218672;0.018689174059081902;0.6267142914262105;0.06718556330050246;0.08603110714238114;0.022124188668683608;14.605.739.385.065.900
257;k00100000324;Die Akten des Vogelsangs;Raabe, Wilhelm;1896;61255;0.0278834380866868;0.007136360456167354;0.018120758413209263;0.5239640089284476;0.06589582553480569;0.09448349484950573;0.015791151963842558;14.477.642.202.476.700
258;k00100000325;Hastenbeck;Raabe, Wilhelm;1899;58805;0.02758268854689227;0.009072978303747536;0.02178728569261113;0.3999650685529648;0.07252641690682038;0.08144849067039267;0.046255057782435306;1.585.969.200.424.830
259;k00100000329;Ellen Olestjerne;Reventlow, Franziska Gräfin zu;1903;61485;0.03734244124583232;0.0124212136396002;0.02241620295893879;0.35429468796941144;0.06781373753925987;0.0816468660385088;0.04885975693021986;14.783.366.913.684.600
260;k00100000330;Von Paul zu Pedro;Reventlow, Franziska Gräfin zu;1912;20993;0.048730529224027055;0.01506666666666667;0.0070666666666666655;0.63230116818691;0.1029764762361978;0.09173467754840776;0.006281004960793727;13.616.249.333.333.300
261;k00100000331;Herrn Dames Aufzeichnungen;Reventlow, Franziska Gräfin zu;1913;34505;0.026836690334734098;0.012231126107127795;0.015394348376212568;0.4091127674921856;0.1222649675402741;0.10675643183457564;0.0020197162779514305;1.382.325.970.054.830
262;k00100000332;Der Geldkomplex;Reventlow, Franziska Gräfin zu;1916;24826;0.02984774027229517;0.013255416191562144;0.008053021664766248;0.36353309696740216;0.1435750920794465;0.10550411345564696;0.001204777804550618;13.814.191.847.206.400
263;k00100000334;Die Aufzeichnungen des Malte Laurids Brigge;Rilke, Rainer Maria;1910;59301;0.0281614138041517;0.010798801281388859;0.017024904412524543;0.32864709808432385;0.09807012312018064;0.07212542069611895;0.02070463937289652;13.020.918.931.487.000
264;k00100000335;Die Schriften des Waldschulmeisters;Rosegger, Peter;1875;70761;0.025367080736563928;0.00912540657752078;0.02245211420310806;0.3998806326469711;0.059170396896448825;0.06762160549089824;0.002136675619218144;14.546.779.680.158.900
265;k00100000336;Der Pedlar;Ruppius, Otto;1857;74963;0.026613129143710897;0.010175718463732386;0.02907693423247045;0.4611112973329311;0.07139744578151712;0.09012391199901676;0.01002245835148996;14.587.845.454.765.200
266;k00100000337;Das Vermächtnis des Pedlars;Ruppius, Otto;1859;80898;0.024821380009394545;0.011239757317928015;0.03147132049019845;0.5024203349331575;0.10049024656518424;0.08851216347045132;0.006148680659978989;14.716.764.158.468.400
267;k00100000339;Paralyse;Sack, Gustav;1913;20129;0.04048884693725471;0.015873015873015872;0.02152273338714017;0.4756578383474758;0.04637010371132253;0.046070112282506216;0.0017142367360932546;14.290.537.171.554.100
268;k00100000341;Tarub, Bagdads berühmte Köchin;Scheerbart, Paul;1897;51668;0.038534489432530766;0.015576709111138584;0.02492273457782173;0.2282210568777733;0.049068172650262205;0.0963291649858814;0.012472771278741428;14.879.408.579.552.500
269;k00100000342;Liwûna und Kaidôh. Ein Seelenroman;Scheerbart, Paul;1901;18703;0.022937496658290115;0.009068541300527241;0.0232688927943761;0.3114283149295269;0.047086812101624916;0.0487027560822336;0.0005386479935362242;1.318.300.949.033.380
270;k00100000343;Immer mutig!;Scheerbart, Paul;1902;53466;0.036939363333707405;0.013820928835093142;0.020831544910865026;0.3884692968053666;0.05082015918437554;0.06789573267032571;0.007615205391627966;14.445.114.029.816.400
271;k00100000344;Lesabéndio. Ein Asteroiden-Roman;Scheerbart, Paul;1913;49840;0.02144863563402889;0.009396927452010756;0.014280856851411084;0.35129403244995433;0.07488318361294549;0.07831439557218478;0.0017759539286514821;1.283.897.808.413.950
272;k00100000345;Ekkehard;Scheffel, Joseph Viktor von;1855;155761;0.026059154730645025;0.010759077690444678;0.0242191790688671;0.34221673885647114;0.04092049943342476;0.06788312664809854;0.0011808063371705126;1.407.030.035.383.370
273;k00100000346;Der Geisterseher;Schiller, Friedrich;1788;38044;0.038744611502470834;0.014155571128241066;0.0131277738846064;0.4372133653636165;0.09903909150469536;0.08161170561257916;0.006442454684428915;13.117.860.313.010.900
274;k00100000347;Die Denkwürdigkeiten des Herrn v. H.;Schilling, Friedrich Gustav;1787;45970;0.05879921688057429;0.01830684050723344;0.031255581353813185;0.5474680122544603;0.05734366552531987;0.0621193007749144;0.0029014236799423322;13.615.180.835.863.600
275;k00100000348;Florentin;Schlegel, Dorothea;1801;56842;0.05795010731501354;0.019802737212325103;0.01636210719473966;0.5278788590210118;0.0877010212466252;0.1001144500528231;0.0018194623782134046;1.355.084.333.664.640
276;k00100000349;Lucinde;Schlegel, Friedrich;1799;29977;0.06992027220869332;0.026501013117201662;0.007571718033486189;0.3618180220810027;0.06346091896799133;0.10390371042844174;0.0010835505315254634;12.806.534.605.950.600
277;k00100000352;Frau Berta Garlan;Schnitzler, Arthur;1901;48563;0.03712703086712106;0.013722812510408687;0.022882456783132932;0.2575125420178713;0.09672133916656814;0.10579213188966402;0.12040337156466953;1.471.407.154.514.870
278;k00100000353;Der Weg ins Freie;Schnitzler, Arthur;1907;117845;0.030090372947515806;0.012980746782051085;0.026412862457003226;0.3935073237166125;0.0971052558436866;0.11881236276716975;0.04237888768448261;15.396.879.640.150.600
279;k00100000354;Doktor Gräsler, Badearzt;Schnitzler, Arthur;1917;34702;0.034349605210074345;0.013694915254237288;0.024135593220338983;0.2415475352539987;0.12125919273804035;0.11851654086065873;0.04958617509283755;14.600.352.994.350.300
280;k00100000355;Casanovas Heimfahrt;Schnitzler, Arthur;1918;36006;0.032216852746764425;0.012171796209354895;0.023952356111980527;0.2648519999075721;0.12346049864824273;0.096240497261825;0.056196131894539834;14.160.464.701.791.000
281;k00100000357;Anna;Schopenhauer, Adele;1845;89890;0.04778062075870508;0.016769284677378985;0.014583437619929588;0.2761279052103904;0.08530495214947592;0.1057838371563117;0.02752354549597448;13.809.976.306.085.500
282;k00100000358;Gabriele;Schopenhauer, Johanna;1819;153535;0.05709447357280099;0.01933307632999229;0.01265420200462606;0.2908462423355708;0.0777667333057842;0.1022147268726895;0.008499279627416598;13.528.082.208.944.400
283;k00100000359;Die Tante;Schopenhauer, Johanna;1823;122453;0.05144014438192613;0.017415265913474788;0.011256544502617802;0.3816871198002743;0.08888498189106507;0.0919722915714336;0.002827103625303281;13.696.970.653.073.100
284;k00100000360;Richard Wood;Schopenhauer, Johanna;1837;112265;0.04282723912172093;0.015830228071566373;0.0116282142762758;0.29953277795138755;0.06964885938369372;0.10420652281613707;0.011852043810641687;13.723.392.795.793.500
285;k00100000361;Aus den Memoiren einer Sängerin;Schröder-Devrient, Wilhelmine;1829;83375;0.039040479760119935;0.01302241701092541;0.016272778744731268;0.3722976474246036;0.13778629909835216;0.07448440252875946;0.008964659550212457;13.632.561.075.345.400
286;k00100000364;Problematische Naturen. Erste Abtheilung;Spielhagen, Friedrich;1861;190868;0.03945134857597921;0.012364390555201022;0.023791480536056158;0.4472685619261592;0.10785553806145737;0.0836856723335751;0.02369221787818211;14.859.961.211.710.800
287;k00100000365;Problematische Naturen. Zweite Abtheilung (Durch Nacht zum Licht);Spielhagen, Friedrich;1861;169341;0.039370264732108584;0.012074981914124006;0.02225626622409464;0.4109754387370783;0.10582779068835643;0.08808798781953682;0.026464460293292733;14.985.091.067.705.500
288;k00100000366;Hammer und Amboß;Spielhagen, Friedrich;1869;271263;0.03137914127617847;0.010558801134717364;0.02221593321069761;0.4332267660745806;0.1092108673916532;0.07816955303469814;0.021727994272524163;14.046.467.552.069.800
289;k00100000367;Zum Zeitvertreib;Spielhagen, Friedrich;1897;57097;0.035693644149429916;0.012553901794408124;0.021595493114480457;0.3611279787911551;0.10186762244701493;0.09284793909862407;0.13017076674713784;15.134.561.482.820.800
290;k00100000368;Faustulus;Spielhagen, Friedrich;1898;68144;0.03323843625264146;0.01060206548011426;0.024390243902439025;0.3773372816824802;0.08548981688523599;0.08778630567474467;0.0947241191756814;15.432.354.976.928.100
291;k00100000369;Der Jude;Spindler, Carl;1827;262221;0.04536631314806976;0.0186458373612776;0.02125981207223232;0.5480897331213203;0.059705432733925576;0.07591338568174702;0.002606165161496289;13.818.961.525.076.600
292;k00100000370;Conrad;Spitteler, Carl;1898;41703;0.042419010622736966;0.017864783910997006;0.02763514477250036;0.3959639611830301;0.031755831227210464;0.05890070032604711;0.0287654582987672;14.207.255.384.395.700
293;k00100000371;Imago;Spitteler, Carl;1906;46916;0.05156023531417853;0.01989479096626192;0.01582090732903532;0.4630508708636136;0.04729764720098048;0.08132088173862008;0.04658990868446945;13.400.516.948.146.800
294;k00100000372;Die Mädchenfeinde;Spitteler, Carl;1907;26213;0.03246480753824438;0.014501027631879425;0.02529116236583695;0.3402455832602431;0.06694023305350208;0.07398822202731488;0.02073674978072924;14.291.816.624.800.100
295;k00100000373;Heidis Lehr- und Wanderjahre;Spyri, Johanna;1880;51187;0.026608318518373808;0.01352738691949997;0.028594721903496587;0.3506051684658162;0.09254170755642788;0.07211318285901211;0.0018155053974484789;16.014.016.848.843.600
296;k00100000374;Heidi kann brauchen, was es gelernt hat;Spyri, Johanna;1881;37366;0.03251619118985174;0.01314892004547177;0.021447517999242136;0.28685594590287106;0.08485690216525124;0.06516245076387149;0.011611757473645864;15.685.642.288.745.600
297;k00100000377;Die Mappe meines Urgroßvaters;Stifter, Adalbert;1841;70588;0.018841729472431568;0.005463997345426391;0.02194447516867604;0.3698523414770721;0.0970553506433432;0.05667750063908264;0.0011320892524559036;1.357.344.497.290.120
298;k00100000378;Feldblumen;Stifter, Adalbert;1841;37247;0.04040593873332081;0.013430357491697598;0.01543270169955069;0.4554293130535759;0.07689155035406088;0.06792048999294155;0.005806143127120382;13.836.923.227.192.800
299;k00100000379;Die Narrenburg;Stifter, Adalbert;1843;35136;0.029143897996357013;0.010288604063126693;0.02175429418432296;0.3890738390055805;0.06361219553086006;0.060929753550643076;0.0008622134936411755;14.054.759.787.252.400
300;k00100000380;Der Hagestolz;Stifter, Adalbert;1845;39763;0.01891205391947288;0.005888088808880888;0.024114911491149117;0.36983154670750384;0.06729623957801599;0.054194316828313764;0.0022970903522205213;14.521.780.678.067.900
301;k00100000381;Zwei Schwestern;Stifter, Adalbert;1846;49639;0.024537158282801827;0.008666783155687576;0.02114275729512493;0.4238357106031964;0.09670046399725038;0.07174772297645643;0.0001890359168241965;13.420.350.515.463.900
302;k00100000382;Der Nachsommer;Stifter, Adalbert;1857;248357;0.02217775218737543;0.007240536165428302;0.018870097059759824;0.3857206303824348;0.10583402149851147;0.0728333206109519;0.000593325607378056;13.469.232.327.063.800
303;k00100000383;Witiko;Stifter, Adalbert;1865;276665;0.014056711185007138;0.002512278478147704;0.018921304574157482;0.41093174063465787;0.05405131808518874;0.0761911000220326;6,55E+10;13.694.466.423.737.000
304;k00100000385;Der Schimmelreiter;Storm, Theodor;1888;38334;0.018338811498930453;0.007095008283512209;0.025030612979903482;0.3397412672364187;0.03821316681230153;0.05242855011615268;0.02158948019010677;14.892.394.655.333.800
305;k00100000387;Frau Sorge;Sudermann, Hermann;1887;66245;0.03970110951769945;0.01305514639117012;0.02500050444924232;0.2922625954198473;0.05579236641221374;0.06257099236641221;0.02015267175572519;14.157.395.225.892.300
306;k00100000388;Jons und Erdme;Sudermann, Hermann;1917;40510;0.025154282893112813;0.008121609611082166;0.01897085414815041;0.2255583126550869;0.05401157981803143;0.07028535980148884;0.004611248966087676;13.942.567.961.016.000
307;k00100000389;Die Waffen nieder!;Suttner, Bertha von;1889;129146;0.04228547535347591;0.01310947883875481;0.00838055264078349;0.441136860293744;0.06553336382578645;0.0920681506327184;0.017666565025156275;13.138.554.459.601.500
308;k00100000390;Marthas Kinder;Suttner, Bertha von;1902;85043;0.041637759721552633;0.013179571663920923;0.01715911765335159;0.4287362843432352;0.06399838441343629;0.09690634406223857;0.04735207285526075;13.711.088.384.432.700
309;k00100000393;Andreas Vöst;Thoma, Ludwig;1906;77482;0.025567228517591186;0.01407939430082713;0.02095055358207794;0.4922218202491085;0.08104811618171481;0.10005685048322913;0.01947387461884335;13.633.767.728.887.100
310;k00100000394;Der Wittiber;Thoma, Ludwig;1911;54886;0.017709434099770438;0.0156785642266586;0.030298447267594283;0.6512293060936949;0.030560056357872487;0.0606551602676999;0.028418457203240582;14.519.383.948.376.600
311;k00100000397;Geschichte des Herrn William Lovell;Tieck, Ludwig;1795;160378;0.05714000673409071;0.017937059181554544;0.01040063012423472;0.6434709046506802;0.07787668062420525;0.10545301700975254;0.00346898925783848;13.285.437.685.725.600
312;k00100000398;Franz Sternbalds Wanderungen;Tieck, Ludwig;1798;102629;0.05204182053805455;0.015797662265129454;0.016376112019786972;0.5062330222977243;0.07074213588727216;0.09111948199029962;0.0026097446881847503;13.586.650.775.920.300
313;k00100000399;Der junge Tischlermeister;Tieck, Ludwig;1836;125550;0.04359219434488252;0.0165548309863592;0.013892826764956054;0.4956594157033878;0.08229454678703488;0.0862453779273127;0.003131350144908225;1.373.181.173.802.120
314;k00100000400;Vittoria Accorombona;Tieck, Ludwig;1840;102102;0.0523398170456994;0.017192357267419817;0.015827583592387597;0.474161703516358;0.08276902994207391;0.0910908052541405;0.004470914579424003;13.497.401.243.460.500
315;k00100000406;Julchen Grünthal;Unger, Friederike Helene;1784;97871;0.05353986369813325;0.01878262741510145;0.011194230665733816;0.6079389494616437;0.09268906206181536;0.1059291426240514;0.0035522167362096657;12.343.976.911.899.100
316;k00100000407;Albert und Albertine;Unger, Friederike Helene;1804;44779;0.05181000022331897;0.017542613636363637;0.015092329545454548;0.34631200205602675;0.08108455409920329;0.10065352278151043;0.010812497705327313;12.688.124.644.886.200
317;k00100000408;Bekenntnisse einer schönen Seele;Unger, Friederike Helene;1806;49440;0.029874595469255662;0.010644049469487058;0.0026356693924444144;0.3555265675276111;0.11809722584572573;0.08599008609444299;0.00866162274980433;12.122.255.862.674.800
318;k00100000409;Die Zerissenen;Ungern-Sternberg, Alexander von;1832;43254;0.03708327553521062;0.012172832285421846;0.027672174294487498;0.3851264716167386;0.06358549947546334;0.07438706919998446;0.0029918016862882234;14.272.147.243.748.900
319;k00100000414;Auch Einer 1;Vischer, Friedrich Theodor;1879;81585;0.028461114175399888;0.011348161597821151;0.015904238328205644;0.2814254881703712;0.08256702433435963;0.07320765524789542;0.00835694485643853;13.803.821.052.100.900
320;k00100000415;Auch Einer 2;Vischer, Friedrich Theodor;1879;78163;0.03263692539948568;0.013161321340571724;0.012660510026242513;0.3908801564352729;0.06783715753780865;0.0691789228432943;0.008997108443760272;13.425.072.817.965.100
321;k00100000416;Ini;Voß, Julius;1810;58511;0.033258703491651144;0.01037716615698267;0.01037716615698267;0.19772971092232305;0.04900113079532605;0.06473078372814521;0.0051755632230566255;13.480.714.169.215.100
322;k00100000417;Rinaldo Rinaldini, der Räuberhauptmann;Vulpius, Christian August;1799;139629;0.039189566637303136;0.009944454398853251;0.023800991459117245;0.5620477391989057;0.04736560777529356;0.08367866564743343;0.002281779673193975;1.337.608.179.537.740
323;k00100000418;Die Briten in Rom;Waiblinger, Wilhelm;1828;37682;0.04025794809192718;0.012588440687310484;0.021363594597078008;0.4362393379473829;0.0731051706986687;0.07801553537790759;0.013926810167841345;139.322.231.921.345
324;k00100000420;Die Juden von Zirndorf;Wassermann, Jakob;1897;81000;0.038481481481481485;0.015561067315439422;0.027883536864721403;0.2526092543644285;0.04974038049667248;0.06831597312912023;0.006613245296028919;14.819.017.362.043.500
325;k00100000421;Caspar Hauser;Wassermann, Jakob;1907;131204;0.03401573122770647;0.014923162799175237;0.025198500848683685;0.29427405352417685;0.09841170176641316;0.09649600522812166;0.01688888319376726;14.654.244.671.520.100
326;k00100000422;Das Gänsemännchen;Wassermann, Jakob;1915;160151;0.03487333828699165;0.014724254863466001;0.026738922330569664;0.23058895081503075;0.06826439608030242;0.07949499027415863;0.008834524377519937;14.972.580.679.182.000
327;k00100000423;Christian Wahnschaffe;Wassermann, Jakob;1919;244751;0.034148992241094016;0.014760786252936087;0.026437136852515763;0.3520508556662275;0.06777255839629895;0.08758174804498979;0.00704108484862853;1.437.211.021.139.830
328;k00100000424;Fragment eines Romans;Weerth, Georg;1846;51296;0.0403150343106675;0.017472084653480574;0.02082500230705343;0.3442840550854488;0.0917039986726398;0.07632321221171395;0.01675792268126763;14.844.227.444.707.700
329;k00100000425;Schnapphahnski;Weerth, Georg;1848;47914;0.03823517134866637;0.012904623383053784;0.016896701120257474;0.28615000445911;0.10578792473022383;0.07016855435655044;0.015624721305627396;14.248.152.813.022.100
330;k00100000428;Belphegor;Wezel, Johann Karl;1776;93108;0.05022124844266873;0.016351770390134853;0.008419268767577702;0.3905699500880799;0.07801490017615972;0.06938123899001762;0.006651864357017029;11.828.171.738.660.000
331;k00100000429;Hermann und Ulrike;Wezel, Johann Karl;1780;258437;0.05679527312265659;0.019339470284237725;0.015625;0.3926346017203611;0.0784935216322147;0.10011427598468901;0.01255726078172632;13.441.563.172.911.400
332;k00100000430;Kakerlak oder die Geschichte eines Rosenkreuzers;Wezel, Johann Karl;1784;28032;0.053652968036529684;0.01739696715973579;0.01967624895339101;0.24666383598204536;0.05656314448623074;0.055592624044643935;0.008643697682882446;14.268.877.104.846.900
333;k00100000435;Die Abenteuer des Don Sylvio von Rosalva;Wieland, Christoph Martin;1764;123989;0.0423505310955004;0.014316590019012953;0.010318995076133056;0.4295460346147744;0.17621251733153062;0.09624259314188746;0.004345816634130527;1.305.315.078.733.150
334;k00100000436;Geschichte des Agathon;Wieland, Christoph Martin;1766;160988;0.05941436628817055;0.018395480225988702;0.003688135593220339;0.2186522255920432;0.1471113408985518;0.08996711315313971;0.01810109107577833;11.828.295.322.034.600
