;filename;Titel;Autor_normalisiert;Jahr;all_words_count;anteil_abstrakt;ant_narr_abstrakt;ant_narr_konkret;ant_dir_rede;ant_ind_rede;ant_rep;ant_free;abstconc_narr
875;k00200002343;Melusine;Wassermann, Jakob;1896;43535;0.05542666819800161;0.0232626812782991;0.027856158540586654;0.33786418688364767;0.054707713075105927;0.09049833139600284;0.0;13.756.911.870.857.700
876;k00200002344;Der Moloch;Wassermann, Jakob;1903;78714;0.03981502655182051;0.018068887634105024;0.03250786480600145;0.24273538617714238;0.056943152017595804;0.07791219017003638;0.0;15.301.003.145.922.400
877;k00200002347;Die Schwestern;Wassermann, Jakob;1906;38141;0.03764977320993157;0.015498373262348418;0.025643300798580303;0.07848843818921807;0.08101225529205794;0.08321775312066575;0.0;15.012.532.682.638.100
878;k00200002358;Franziska;Weiß, Ernst;1916;59767;0.041410811986547766;0.013658653271139815;0.032173185025714625;0.34319332778225203;0.04193341432451986;0.07166354987100561;0.0;15.261.256.309.053.700
879;k00200002359;Die Galeere;Weiß, Ernst;1913;48458;0.046679598827850916;0.016867547742915306;0.026658480628170743;0.3835407838983051;0.05296610169491525;0.08934719279661017;0.0;14.528.632.177.593.700
880;k00200002361;Ich – der Augenzeuge;Weiß, Ernst;1897;77447;0.03517244050770204;0.012255011384436805;0.014264029644180543;0.3713828142257566;0.11064722774464325;0.08882261983653633;0.0;1.340.080.561.632.210
881;k00200002363;Mensch gegen Mensch;Weiß, Ernst;1919;41688;0.043441757819996166;0.01451494560883019;0.03135866271094523;0.27983626498812536;0.02442509316290475;0.05630321870595277;0.0;1.561.581.267.744.930
882;k00200002365;Tiere in Ketten;Weiß, Ernst;1918;48502;0.03164817945651726;0.01093365729354944;0.03973451065216747;0.37109899398379104;0.022937832507416676;0.04955499941992476;0.0;15.289.493.318.320.400
883;k00200002369;Adlerflug;Werner, Elisabeth;1886;35616;0.036303908355795146;0.016312056737588652;0.019803600654664483;0.5204689244510606;0.06645422404168218;0.07866579828805359;0.0;15.053.890.343.698.800
884;k00200002370;Fata Morgana;Werner, Elisabeth;1895;121695;0.0403714203541641;0.016374587608583794;0.01991585701746421;0.4758700473700063;0.053188576435475476;0.07654500150598285;0.0;14.763.565.180.544.600
885;k00200002371;Glück auf!;Werner, Elisabeth;1890;100966;0.038319830437969216;0.017762596071733562;0.018753202391118703;0.4256439258476867;0.07057610259566363;0.08088057951247099;0.0;14.571.709.308.283.900
886;k00200002373;Vineta;Werner, Elisabeth;1877;112832;0.03526481849120817;0.016525749423520367;0.017093874277311766;0.47481378613811387;0.08136970228060925;0.0837238316611836;0.0;14.816.203.756.307.900
887;k00200002374;Lebensgeschichte Tobias Knauts;Wezel, Johann Karl;1776;174907;0.04999228161251408;0.01712807902658244;0.01039555687454954;0.27782604264241234;0.08432869505287834;0.09554016472609554;0.0;12.879.577.394.328.100
888;k00200002377;Der Bürgermeister von Thorn;Wichert, Ernst;1900;205211;0.031538270365623684;0.010933222127536127;0.02611825286022519;0.43901434692737656;0.09921762564263553;0.09412954227634653;0.0;15.119.856.762.098.700
889;k00200002384;Heinrich von Plauen;Wichert, Ernst;1881;275728;0.02853899495154645;0.009405287264345303;0.025176311813637966;0.3459875481024935;0.10292525732878641;0.09419954322185027;0.0;14.937.533.605.240.300
890;k00200002388;Der Wilddieb;Wiechert, Ernst;1830;29154;0.01955134801399465;0.007911476987224034;0.030576789437109102;0.391807484245162;0.05668953209525403;0.06363281467848976;0.0;15.016.547.281.766.100
891;k00200002389;Die leibhaftige Bosheit;Mann, Mathilde;1912;69452;0.02728503138858492;0.012666666666666666;0.03513978494623656;0.39312300202198197;0.034147774125408065;0.0503575180453421;0.0;15.833.566.236.559.100
892;k00200002390;Die Karlsbader Reise der leibhaftigen Bosheit;Wied, Gustav;1903;51709;0.0293372527026243;0.01293103448275862;0.03072753396029258;0.49772782355792533;0.04517086766844401;0.04638269510421716;0.0;1.528.537.454.284.210
893;k00200002391;Der leibhaftigen Bosheit Opus III;Wied, Gustav;1913;54517;0.02690903754792083;0.010177281680892974;0.03158240315167433;0.5307713018464199;0.04952599583386473;0.059827969788434014;0.0;15.802.643.466.841.600
894;k00200002392;Die Väter haben Herlinge gegessen;Wied, Gustav;1909;74219;0.031056737493094764;0.013069933149193387;0.029782634802449862;0.37761463107365495;0.055854818740632944;0.057375268793848695;0.0;1.548.548.516.872.830
895;k00200002393;Aus jungen Tagen;Wied, Gustav;1907;78410;0.031297028440249966;0.01113380328084854;0.038342446801502075;0.44481530477256537;0.0576472982598962;0.06504528340286965;0.0;14.816.524.145.200.700
896;k00200002394;Agathodämon;Wieland, Christoph Martin;1799;82528;0.027845094998061263;0.011239066718977175;0.006738824398236828;0.4179478419314429;0.13386340342267913;0.10550672422896543;0.0;1.223.791.073.365.480
897;k00200002395;Geschichte des Weisen Danischmend und der drei Kalender;Wieland, Christoph Martin;1775;73089;0.04649126407530545;0.01354036352932519;0.00865896435842716;0.3946409062158588;0.1223621413374734;0.09065608648151342;0.0;12.395.168.886.599.400
898;k00200002401;Schwester-Seele;Wildenbruch, Ernst von;1894;129634;0.029390437693814893;0.011334399554968361;0.03175486173886841;0.26168459141622274;0.05820936777565584;0.06988139511508694;0.0;14.118.357.555.108.000
899;k00200002405;Die alte Freundin;Wildermuth, Ottilie;1885;80422;0.04201586630523986;0.016314813494044646;0.0227694173026175;0.2741922017199633;0.07187734825081406;0.06887158720881689;0.0;15.834.459.204.051.100
900;k00200002425;Die Familie Ammer – Erste Abtheilung. Der Herrnhuter.;Willkomm, Ernst;1855;94848;0.04403888326585695;0.014471306891508216;0.021715563967994494;0.3809459422915709;0.07407808035191145;0.09058294347242128;0.0;14.502.353.265.078.200
901;k00200002426;Die Familie Ammer – Zweite Abtheilung. Moderne Götzendiener.;Willkomm, Ernst;1855;77236;0.04465534206846549;0.014966715811106644;0.017647321628021267;0.39732992156644603;0.10325415809089392;0.08824609222895922;0.0;14.299.558.146.807.700
902;k00200002427;Die Familie Ammer – Dritte Abtheilung. Geprüfte Seelen.;Willkomm, Ernst;1855;59376;0.04090878469415252;0.013612850530901171;0.01805971503766222;0.4173994522127721;0.09352746143866225;0.09961078275911778;0.0;1.412.683.425.598.200
903;k00200002429;Reeder und Matrose;Willkomm, Ernst;1857;82406;0.04583404121059147;0.014048616189146669;0.01910079992909216;0.44761836822045126;0.08458512524713124;0.09799645353932698;0.0;1.504.133.173.790.690
904;k00200002432;Die vier Töchter des Rittmeister Schimmelmann;Winterfeld, Adolf von;1920;127346;0.036569660609677576;0.012156062573424845;0.031039386632041057;0.43919127126371726;0.035493506901864605;0.0647926296261359;0.0;1.494.775.081.926.670
905;k00200002433;Fabiola oder Die Kirche der Katakomben;Wiseman, Kardinal;1854;143984;0.0396919102122458;0.014275092936802973;0.016002287675150127;0.35957971430412144;0.10772456527723277;0.08485952407447538;0.0;13.452.443.694.595.800
906;k00200002434;Die Göttin die da harret;Wit, Augusta de;1908;85065;0.024945629812496324;0.010347529867097414;0.024533401570521536;0.2541648994407346;0.06053283094798931;0.09702810135821588;0.0;14.621.483.039.327.200
907;k00200002438;Das kleine Glück;Wohlbrück, Olga;1910;50395;0.04492509177497768;0.017513826705293653;0.03384250724255992;0.41534298341125986;0.03642797668609492;0.08071799141740857;0.0;14.864.439.360.021.000
908;k00200002439;Du sollst ein Mann sein;Wohlbrück, Olga;1900;88780;0.03917548997521965;0.016343523663701894;0.036970770898205656;0.3991315965263861;0.04107313726552204;0.07626062936684179;0.0;15.768.516.524.162.600
909;k00200002444;Der Raubgraf;Wolff, Julius;1884;108262;0.04422604422604423;0.01600727183089912;0.017270598385407038;0.38187548405401467;0.06901364169650867;0.10677177188690964;0.0;14.702.199.266.654.500
910;k00200002445;Das schwarze Weib;Wolff, Julius;1894;76444;0.04116739050808435;0.016673387096774194;0.015725806451612902;0.3219298245614035;0.06544956140350877;0.08967105263157894;0.0;1.365.830.504.032.250
911;k00200002446;Der Sülfmeister;Wolff, Julius;1883;155351;0.03729618734349957;0.014636763601244768;0.021107414958686555;0.39691251962156887;0.0600260913834797;0.09553052479742057;0.0;1.438.599.871.230.860
912;k00200002447;Das Wildfangrecht;Wolff, Julius;1907;65395;0.03830568086245127;0.01660270315367929;0.01529562267089382;0.4206113270828569;0.0669893538633534;0.1037172548720685;0.0;14.006.251.181.934.400
913;k00200002448;Das dritte Geschlecht;Wolzogen, Ernst von;1899;57744;0.04390066500415628;0.016605844578347337;0.02650711476986619;0.39404945230554667;0.06470639509544701;0.0673504372839004;0.0;1.556.451.809.103.500
914;k00200002449;Die Erbschleicherinnen, Band 1;Wolzogen, Ernst von;1895;53839;0.038707999777113235;0.016463250067472335;0.03226677062404414;0.37403016572528086;0.06031593321333251;0.07401775184656446;0.0;15.959.316.880.079.000
915;k00200002450;Die Erbschleicherinnen - Zweiter Band;Wolzogen, Ernst von;1895;58075;0.04582006026689625;0.017806731813246473;0.02673724212812161;0.3052179608470999;0.08599083036169129;0.09040098973873809;0.0;15.362.545.059.717.600
916;k00200002453;Die Kinder der Excellenz;Wolzogen, Ernst von;1888;52655;0.045579717025923464;0.016893906268632984;0.025161982748340424;0.49435626932918886;0.07464795365704328;0.07942039906434951;0.0;14.996.697.539.452.200
917;k00200002454;Der Kraft-Mayr;Wolzogen, Ernst v.;1897;102151;0.04060655304402307;0.018554564862489013;0.024676629411025996;0.34224091377702137;0.08862033415699815;0.08084733836259798;0.0;15.243.667.116.664.700
918;k00200002458;Der Thronfolger - Erster Band;Wolzogen, Ernst von;1892;41388;0.04187204020489031;0.018416843197440663;0.021918637326531494;0.429239981198782;0.11276643573866307;0.09788895019720843;0.0;14.633.528.165.665.000
919;k00200002459;Der Thronfolger – Zweiter Band;Wolzogen, Ernst von;1892;39713;0.045929544481655885;0.01752581928734296;0.02490275852818885;0.38152961227098425;0.1089902002556455;0.09137196420962931;0.0;1.501.457.146.689.310
920;k00200002461;Der schweizerische Robinson;Wyss, Johann David;1812;127009;0.035013266776370185;0.01407227627975329;0.013292957181982142;0.30769283337091935;0.07448865927247131;0.040661240612037096;0.0;15.198.581.305.248.600
921;k00200002463;Das Naturforscherschiff;Wörishöffer, Sophie;1880;158835;0.025863317278937262;0.009207233580433448;0.019807356343547855;0.2543610288999527;0.035254860494896414;0.044473727557239336;0.0;1.510.880.298.094.070
922;k00200002464;Onnen Visser - Der Schmugglersohn von Norderney;Wörishöffer, Sophie;1885;200666;0.028340625716364507;0.010395544568206438;0.020985528179772783;0.3457454830019034;0.023309462769664686;0.05756650675970344;0.0;15.064.749.243.077.000
923;k00200002467;Das Liebesleben eines deutschen Jünglings;Zapp, Arthur;1920;66014;0.0485806041142788;0.01658935630555492;0.016406553481251286;0.3219012380816849;0.08971887654113354;0.07371566813718514;0.0;13.773.095.765.829.600
924;k00200002468;Zwischen Mann und Frau;Zapp, Arthur;1914;61727;0.05305619907009898;0.023698514313322865;0.02067882594516246;0.28294276886057257;0.07207896967542589;0.0931612479833748;0.0;13.834.528.083.101.600
925;k00200002470;Drei Mädchen am Spinnrad;Zobeltitz, Fedor von;1912;84584;0.03724108578454554;0.012631681623097931;0.022654116269996097;0.5245870075859679;0.05936886287496631;0.08856713774115291;0.0;14.118.761.461.178.300
926;k00200002471;Besser Herr als Knecht;Zobeltitz, Fedor von;1900;90054;0.031647678059830764;0.011035753160847359;0.025353763710960396;0.3608062152672178;0.058429410084142035;0.07656648879795773;0.0;14.617.988.947.500.700
927;k00200002496;Die Million;Zolling, Theophil;1893;104667;0.04014636896060842;0.014216963830168645;0.021442656407286365;0.3047539962632344;0.04591111607927053;0.07098257772951566;0.0;14.800.278.547.691.100
928;k00200002503;Die Rose von Disentis;Zschokke, Heinrich;1822;76136;0.039429442051066514;0.014024835646457267;0.01731190650109569;0.465980280002179;0.07059977120444517;0.10017976793593725;0.0;13.094.954.467.981.400
929;k00200002508;Der Flüchtling im Jura;Zschokke, Heinrich;1822;38317;0.03554558029073257;0.011079558679763513;0.02411433359713235;0.4565826944140197;0.06460021905805038;0.09130339539978094;0.0;14.169.343.140.449.600
930;k00200002511;Das Abenteuer der Neujahrsnacht;Zschokke, Heinrich;1818;15794;0.037609218690642016;0.012511305396442568;0.0309014169430208;0.5974810827281499;0.07658321060382917;0.08602915037326697;0.0;15.156.466.686.765.100
931;k00200002519;Der Maskenball in der Ca' Torcelli;Adlersfeld-Ballestrem, Eufemia von;1910;68411;0.034702021604712696;0.014545551954139991;0.020894163028046395;0.45203442690327106;0.09773227280419698;0.08749365374851921;0.0;14.697.180.627.360.500
932;k00200002520;Die Geächteten;Alexis, Willibald;1825;51197;0.03402543117760806;0.010297277936962751;0.016177172874880612;0.354636878828578;0.0769646542405084;0.0686113931929112;0.0;13.687.631.327.602.700
933;k00200002523;Der schwarze Koffer;Autor, Unbekannter;1846;43942;0.023531018160302217;0.011214083195802124;0.019635224916423343;0.40707308730188896;0.12399756755729542;0.09712667705522406;0.0;1.456.938.936.143.200
934;k00200002532;Familie Dungs;Aram, Kurt;1913;79073;0.031350777129993804;0.014521734990239489;0.017259439127743657;0.3353442306481734;0.10453868266991208;0.1093333613110351;0.0;15.555.428.748.273.900
935;k00200002545;Der Tod Georgs;Beer-Hofmann, Richard;1900;36893;0.034749139403138805;0.0114213570568719;0.029184650165888604;0.037243517083439356;0.033287839182030585;0.06262000046265238;0.0;14.123.742.035.878.800
936;k00200002547;Frau Hempels Tochter;Berend, Alice;1912;47467;0.03638317146649251;0.011366266361508988;0.03147581453956335;0.09461185571647027;0.1319060897724206;0.08093910227579383;0.0;1.567.902.795.278.640
937;k00200002552;Der Wilde Freiger;Betsch, Roland;1919;61604;0.026783975066554118;0.012451706000093097;0.03230461294977424;0.3535432965919844;0.027429393967665836;0.058670647349691456;0.0;15.046.540.054.927.000
938;k00200002558;Geheimnisvolle Kräfte;Blüthgen, Viktor von;1920;62908;0.035178355694029384;0.013452407867962922;0.03187881528374407;0.4852277968533798;0.058204786552554705;0.07413006713473069;0.0;15.455.196.699.072.900
939;k00200002559;In frischem Wasser;Böhlau, Helene;1891;72124;0.0412622705340802;0.01643925694558606;0.025386909654540758;0.4676643685892046;0.05914466677876801;0.0670926517571885;0.0;14.820.410.042.037.600
940;k00200002560;Der gewürzige Hund;Böhlau, Helene;1916;64507;0.04253801912970685;0.01421962171724044;0.02474259536444868;0.35329425258060404;0.046642028800815596;0.07123741557283038;0.0;13.932.452.487.866.800
941;k00200002562;Halbtier!;Böhlau, Helene;1899;44685;0.04471299093655589;0.015689325423838697;0.02628934487341567;0.29478511482898007;0.03302579347097102;0.06409396581413475;0.0;15.045.437.453.402.000
942;k00200002563;Das Haus zur Flamm';Böhlau, Helene;1907;65837;0.04948585142093352;0.018449582027168236;0.022792580982236153;0.5560650685357094;0.04271210031192136;0.06473300277125353;0.0;14.170.758.881.922.700
943;k00200002567;Das Recht der Mutter;Böhlau, Helene;1896;83436;0.04048612109880627;0.015589631252281855;0.02769258853596203;0.39052069425901204;0.04203672529556317;0.06946460014318609;0.0;1.492.643.081.416.590
944;k00200002593;Die Nann;Croissant-Rust, Anna;1906;73742;0.02931843454205202;0.01474102890637266;0.024789351569178168;0.1665013413891832;0.03835922176883017;0.06992132019748856;0.0;14.337.585.088.010.000
945;k00200002597;Winkelquartett;Croissant-Rust, Anna;1908;51839;0.03728852794228284;0.015600536792663834;0.020828673674793113;0.2779048708416738;0.033774981730372064;0.06994884504178185;0.0;13.403.561.004.249.500
946;k00200002598;Vom Mars zur Erde;Daiber, Albert;1910;35800;0.034469273743016754;0.014654190801524828;0.012426357740482202;0.4301492956428137;0.04769036364487293;0.08286142181869238;0.0;14.720.327.243.922.800
947;k00200002645;Flitter und Schein;Dransfeld, Hedwig;1913;38288;0.043721270371918086;0.017244569440846687;0.020982126336824187;0.2631812829115471;0.06614526629191014;0.08476459217455062;0.0;15.379.637.716.019.600
948;k00200002646;Don Adone;Waldmüller, Robert_(Charles Edouard Duboc);1883;99481;0.03063901649561223;0.011868243457657239;0.01927267342232753;0.4971671265580804;0.10079839456088299;0.09034055031269733;0.0;13.974.256.066.343.700
949;k00200002647;Kleopatra;Ebers, Georg;1894;140248;0.04037134219382808;0.01336205001977935;0.01523009977583403;0.28794321064253;0.10114539803037768;0.08112070171596805;0.0;1.312.323.645.114.520
950;k00200002652;Bebuquin;Einstein, Carl;1912;12988;0.030104712041884814;0.009990287220757597;0.025669487997779936;0.47279192329671726;0.0653374817448727;0.059432344910787985;0.0;13.649.766.893.298.200
951;k00200002657;Frieden I;Eschstruth, Nataly von;1899;57135;0.05956068959481928;0.020584673931845703;0.026177708585596496;0.3732784366029749;0.058960828090115686;0.07441503087941083;0.0;14.926.894.424.263.200
952;k00200002658;Frieden II;Eschstruth, Nataly von;1905;51169;0.056479509077761926;0.018619825995254417;0.025013182177695756;0.3698658944950418;0.06617920636718055;0.07164695795654917;0.0;14.841.039.085.156.700
953;k00200002659;Hazard. Erster Band;Eschstruth, Nataly von;1870;57068;0.04385995654307144;0.015944420783645656;0.03588160136286201;0.40126268450184505;0.04462638376383764;0.05987661439114391;0.0;14.873.169.985.093.400
954;k00200002660;Hazard. Zweiter Band;Eschstruth, Nataly von;1887;51897;0.044511243424475405;0.015130891709664146;0.03637111835649394;0.44501781349352165;0.0509961177767482;0.06377709967568258;0.0;15.132.401.949.922.300
955;k00200002661;Alraune;Ewers, Hanns Heinz;1899;90801;0.02473541040296913;0.009369577790630423;0.025051640089234075;0.353251302786831;0.060991337992575424;0.0668473430120083;0.0;13.693.782.202.759.700
956;k00200002671;Der Zauberlehrling oder die Teufelsjäger;Ewers, Hanns Heinz;1909;102804;0.025942570328002804;0.010103657116235733;0.029670393664104355;0.3379716962516871;0.04186365896587922;0.06305595239034863;0.0;1.382.500.305.730.270
957;k00200002674;Berge und Menschen;Federer, Heinrich;1911;148221;0.03553477577401313;0.015270864543565457;0.024665345769100663;0.3353076398512946;0.046668426494203566;0.06506412371587585;0.0;14.483.493.645.194.500
958;k00200002689;Ein Kampf ums Recht;Franzos, Karl Emil;1893;139886;0.03617946041776875;0.015413409666409776;0.016171847284915653;0.4384229222323342;0.06450987875407334;0.08496022076740158;0.0;1.368.932.242.161.850
959;k00200002693;Die drei Getreuen;Frenssen, Gustav;1898;119165;0.03302983258507112;0.012361877564671529;0.03470587478614338;0.4045536904721206;0.04824450446138594;0.0643396806946771;0.0;1.553.105.442.570.660
960;k00200002694;Peter Moors Fahrt nach Südwest;Frenssen, Gustav;1911;41419;0.024529805161882225;0.009513150531617236;0.01961698688055711;0.24013042491280928;0.08027735930825268;0.055100398291268546;0.0;15.172.228.129.080.400
961;k00200002695;Jörn Uhl;Frenssen, Gustav;1901;140789;0.03198403284347499;0.012284384614530228;0.027312207746048672;0.39488466038405795;0.06606634574526912;0.06707334819583578;0.0;1.460.031.144.136.050
962;k00200002703;Die Berliner Range. Lotte Bach's Hochzeitsreise. Band X.;Georgy, Ernst;1898;38053;0.0399180090925814;0.013803840166061235;0.01759211209133368;0.559124862239275;0.03406261480060411;0.06306379852238866;0.0;13.183.553.191.489.300
963;k00200002704;Die Berliner Range. Frau Lotte in Rußland. Band XI.;Georgy, Ernst;1899;44356;0.03654522499774551;0.013790622376783787;0.021225566614702002;0.5068257032542747;0.03305984555984556;0.06401682294539437;0.0;1.330.378.862.373.570
964;k00200002705;Die Berliner Range. Lotte als Mutter! Band XII.;Georgy, Ernst;1900;40728;0.04763307798075034;0.01510506660721253;0.017613287999554094;0.6145037468623463;0.046501401637992636;0.07086974843804393;0.0;13.415.063.820.299.800
965;k00200002706;Die Berliner Range - Neue Bekenntnisse. Band I.;Georgy, Ernst;1900;49004;0.043282181046445184;0.017983251649751092;0.020105738432447035;0.5420499547849948;0.048676291745922855;0.06651283170663258;0.0;1.360.080.191.409.710
966;k00200002707;Die Berliner Range - Neue Bekenntnisse. Band II.;Georgy, Ernst;1900;45397;0.036015595744212175;0.015487220804798352;0.024931739850499082;0.5771514342895263;0.03650767178118746;0.062191460973982655;0.0;13.784.867.731.972.500
967;k00200002708;Die Berliner Range - Neue Bekenntnisse. Band III.;Georgy, Ernst;1900;35086;0.03517072336544491;0.013724364661065596;0.015394249334655325;0.4813099338981473;0.04168606275020948;0.07513266921143283;0.0;14.031.253.979.022.000
968;k00200002709;Die Berliner Range - Neue Bekenntnisse. Band IV.;Georgy, Ernst;1900;36240;0.04086644591611479;0.01876116736152472;0.021620011911852293;0.5905985068961154;0.03538740562655532;0.07735459108355477;0.0;13.669.843.359.142.300
969;k00200002710;Die Berliner Range – Lotte Bach als Braut. Band V.;Georgy, Ernst;1900;39027;0.049888538703974174;0.020628249087490322;0.022785090144895475;0.6076714613299979;0.03951333219625903;0.07415619610741563;0.0;1.278.015.706.227.190
970;k00200002711;Die Berliner Range - Berlin, wie es ißt und trinkt. Band VI.;Georgy, Ernst;1901;34824;0.03589478520560533;0.014856664574178698;0.01932063890632629;0.6485682489406326;0.0333433206351924;0.06720027393742242;0.0;13.328.223.477.715.000
971;k00200002712;Die Berliner Range VII - Prosit Brautpaar!;Georgy, Ernst;1900;36181;0.039108924573671267;0.015093222846996152;0.01746078721515241;0.6059771352829094;0.03415210007455886;0.06291939358793804;0.0;12.808.207.161.882.200
972;k00200002713;Die Berliner Range VIII - Berlin wie es lebt und liebt;Georgy, Ernst;1901;35074;0.038461538461538464;0.017062669430712805;0.019401477701589325;0.538564896083913;0.025919424398066878;0.058622109529072666;0.0;13.164.933.290.809.600
973;k00200002714;Die Berliner Range. Hochzeitsvorbereitungen. Band IX.;Georgy, Ernst;1900;38300;0.046919060052219325;0.016502167214998174;0.01885215938169095;0.5679417838528862;0.037132461402301115;0.06273969908545579;0.0;13.542.270.614.653.500
974;k00200002726;Heimisbach;Gfeller, Simon;1911;92681;0.006549346683786321;0.004677648972950987;0.006304657311368721;0.9553604387491431;0.007294907627133541;0.039313399778516056;0.0;0.4882922513727883
975;k00200002729;Masaniello;Glaser, Adolf;1888;103132;0.03800954117053873;0.013511505046547134;0.01079569253219116;0.201650229719478;0.11768115447889052;0.08793269517631716;0.0;14.111.693.126.697.800
976;k00200002730;Savonarola;Glaser, Adolf;1883;125136;0.03866193581383455;0.012849162011173185;0.011133980201901402;0.08689414392129702;0.1209097205535217;0.08632874892221579;0.0;14.279.909.634.421.600
977;k00200002731;Schlitzwang;Glaser, Adolf;1878;67994;0.03444421566608818;0.013075108139992134;0.011659457333857648;0.12957823554704295;0.1294349112040548;0.09800779163246427;0.0;13.575.866.889.500.300
978;k00200002732;Wulfhilde;Glaser, Adolf;1880;99125;0.03864817150063052;0.014516570802519857;0.01440701177759518;0.12327396795341276;0.14105678712420286;0.10552687518979653;0.0;13.899.751.164.065.000
979;k00200002737;Zeitgeist und Berner Geist;Gotthelf, Jeremias;1852;201997;0.0278667504962945;0.012415505586977514;0.010116337885685382;0.3306571915674896;0.13291367496147669;0.07579259696403397;0.0;13.261.054.398.307.900
980;k00200002738;Im Banne des Schwarzen Adlers;Gottschall, Rudolf von;1876;181762;0.04251163609555353;0.0140811824198571;0.019165297284537936;0.3822243920583996;0.054545031850095314;0.0719486678755754;0.0;1.414.748.218.290.150
981;k00200002739;Parasiten;Gottschall, Rudolf von;1906;102265;0.038537133916784816;0.012587174689573056;0.01829487252178186;0.4527015384615385;0.056303589743589746;0.07769435897435897;0.0;14.333.478.482.735.300
982;k00200002741;Firnenrausch;Grabein, Paul;1906;55556;0.04156166750665995;0.016891799699822622;0.024532678400873243;0.25344912632098177;0.03219682814905607;0.06150879658002122;0.0;14.615.764.770.091.300
983;k00200002742;In Jena ein Student;Grabein, Paul;1890;78349;0.04094500248886393;0.01702574033728718;0.02394496893407569;0.3165065843800252;0.07254769872658524;0.0744165326611326;0.0;15.678.242.959.735.300
984;k00200002744;Der König von Thule;Grabein, Paul;1907;50762;0.04727946101414445;0.018363391478597942;0.019381754870076543;0.35974908012254225;0.038707795049681484;0.07666996255652991;0.0;14.630.354.784.665.300
985;k00200002747;Die vom Rauhen Grund;Grabein, Paul;1914;88914;0.03280698202757721;0.014445440552106767;0.02824810974475211;0.2999574200236967;0.017365225118483412;0.06213899585308057;0.0;14.892.764.762.597.700
986;k00200002750;Ursula Drenck;Grabein, Paul;1919;60521;0.05184977115381438;0.021534998074587516;0.026837287834355284;0.257953922106418;0.04347229840921558;0.07852441031267142;0.0;1.544.488.018.010.010
987;k00200002751;Du mein Jena!;Grabein, Paul;1900;56652;0.03957494881028032;0.01685866077534059;0.02164536321077271;0.2669396653311336;0.051054678293660144;0.07752474664152723;0.0;1.482.648.677.081.690
988;k00200002752;In der Philister Land;Grabein, Paul;1903;55053;0.0506239441992262;0.017938866602632917;0.017458613480987626;0.19295650968248834;0.07736747238526598;0.08648765232395125;0.0;14.783.360.641.844.100
989;k00200002753;Im Wechsel der Zeit;Grabein, Paul;1900;63438;0.044232163687379804;0.019437490796642615;0.021410690619938152;0.3316084920719379;0.09102639140151111;0.08587847185271895;0.0;14.981.049.919.010.300
990;k00200002754;Unsere liebe Frau. Erster Band;Grad, Max;1904;64270;0.042897152637311343;0.017117453986455606;0.023204121484066642;0.2829540355150971;0.057272902109109555;0.06758125520866723;0.0;15.437.931.779.467.300
991;k00200002755;Unsere liebe Frau. Zweiter Band;Grad, Max;1906;86673;0.04345067091251024;0.016695855224751897;0.02208322908848303;0.2711236871133279;0.07474941249820152;0.0690614359023548;0.0;15.476.593.945.459.300
992;k00200002759;Heilige und Menschen;Grazie, Marie Eugenie Delle;1909;115840;0.035143301104972366;0.01578163771712159;0.019615384615384614;0.2274064973284951;0.04985856738763965;0.08677390782593788;0.0;14.542.303.101.737.400
993;k00200002769;Töte sie!;Groller, Balduin;1892;45184;0.046631550991501416;0.016718671751608304;0.013636888940251935;0.41307955980515965;0.0699621143784954;0.08863431354861988;0.0;14.032.413.035.941.200
994;k00200002771;Der Genius;Grosse, Karl;1791;168733;0.0521948877812876;0.01647766492456365;0.01436741938664826;0.40857897803765547;0.060215604717985816;0.08017863242711033;0.0;123.726.104.920.626
995;k00200002772;Ravensbeck;Grosse, Julius;1909;41859;0.03552402111851692;0.01210764191234399;0.012563751710411743;0.37252530139913714;0.10838272650296359;0.12142655538083141;0.0;1.425.312.974.250.520
996;k00200002774;Die Partei;Großmann, Stefan;1919;75625;0.027147107438016533;0.011112560323464197;0.040641711229946524;0.575338428391398;0.05269523151347616;0.07785885605105898;0.0;16.295.056.475.805.300
997;k00200002776;Seraphine;Gutzkow, Karl;1837;50210;0.03969328818960366;0.013978705336730029;0.01848585799203083;0.37369675053650786;0.08891667652376688;0.0894405109920749;0.0;1.363.709.745.901.100
998;k00200002778;Abraham Abt;Hadwiger, Victor;1912;46945;0.0364043029076579;0.012109646079111728;0.026197085357390702;0.4161767071143914;0.028897188912915275;0.08292081419661526;0.0;14.219.859.472.588.300
999;k00200002779;Il Pantegan;Hadwiger, Victor;1919;20645;0.03879874061516106;0.013234483181177623;0.027939464493597205;0.2842418316630001;0.02228468996985252;0.05960237920638801;0.0;14.382.870.534.893.600
1000;k00200002785;Jo;Halbe, Max;1917;89883;0.027001768966322885;0.00985286144296745;0.029296838484117637;0.3076555375790557;0.036908001176643626;0.06728930725106633;0.0;15.414.513.246.209.300
1001;k00200002787;Die Tat des Dietrich Stobäus;Halbe, Max;1911;100186;0.03148144451320544;0.011282853975086415;0.02457118633013761;0.3967241737684473;0.05100810642278113;0.06824360839742258;0.0;14.628.523.935.303.200
1002;k00200002791;Drei Teilhaber;Harte, Bret;1901;67013;0.04103681375255548;0.017842171452525677;0.02433976105638231;0.40596749555505474;0.10233390929807427;0.0838028698069266;0.0;14.464.338.451.058.400
